Brand,Model,picture,Price,,,,,,,,,,,,,,,,,,,,,,,
HP,15-ba001ax,https://i.gadgets360cdn.com/products/laptops/large/1525206323_635_15-ba001ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,287.76,,,,,,,,,,,,,,,,,,,,,,,5
HP,Pavilion X360 11-AB005TU,https://i.gadgets360cdn.com/products/laptops/large/1546452961_635_hp_pavilion-x360-11-ab005tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,287.76,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-BS615TU,https://i.gadgets360cdn.com/products/laptops/large/1546453539_635_hp_15-bs615tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,287.76,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,N42,https://i.gadgets360cdn.com/products/laptops/large/1546456490_635_lenovo_n42.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,287.81,,,,,,,,,,,,,,,,,,,,,,,5
Asus,A555LF-XX409T,https://i.gadgets360cdn.com/products/laptops/large/1546453018_635_asus_a555lf-xx409t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,288.04,,,,,,,,,,,,,,,,,,,,,,,2
Asus,A555LF-XX409T,https://i.gadgets360cdn.com/products/laptops/large/1546453018_635_asus_a555lf-xx409t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,288.04,,,,,,,,,,,,,,,,,,,,,,,4
HP,Pavilion X360 11-U068TU,https://i.gadgets360cdn.com/products/laptops/large/1546455058_635_hp_pavilion-x360-11-u068tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,288.65,,,,,,,,,,,,,,,,,,,,,,,2
HP,15-ac157tx,https://i.gadgets360cdn.com/products/laptops/large/1525204388_635_15-ac157tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.22,,,,,,,,,,,,,,,,,,,,,,,2
HP,AY552TU,https://i.gadgets360cdn.com/products/laptops/large/1546455521_635_hp_ay552tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.27,,,,,,,,,,,,,,,,,,,,,,,3
HP,14-am519tu,https://i.gadgets360cdn.com/products/laptops/large/1525206189_635_14-am519tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.66,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion 10-N125TU,https://i.gadgets360cdn.com/products/laptops/large/1546455401_635_hp_pavilion-10-n125tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.66,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Latitude 3480,https://i.gadgets360cdn.com/products/laptops/large/1546453841_635_dell_latitude-3480.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.74,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X540LA-XX596T,https://i.gadgets360cdn.com/products/laptops/large/1525204149_635_x540la-xx596t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.75,,,,,,,,,,,,,,,,,,,,,,,4
HP,15-AY565TU,https://i.gadgets360cdn.com/products/laptops/large/1546455056_635_hp_15-ay565tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.75,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-BS544TU,https://i.gadgets360cdn.com/products/laptops/large/1546453902_635_hp_15-bs544tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.75,,,,,,,,,,,,,,,,,,,,,,,5
Acer,Aspire One Z1402-394D,https://i.gadgets360cdn.com/products/laptops/large/1546455444_635_acer_aspire-one-z1402-394d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,289.94,,,,,,,,,,,,,,,,,,,,,,,4
Asus,A555LF-XX406D,https://i.gadgets360cdn.com/products/laptops/large/1525203937_635_a555lf-xx406d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,291.46,,,,,,,,,,,,,,,,,,,,,,,4
HP,15-be004tx,https://i.gadgets360cdn.com/products/laptops/large/1525204410_635_15-be004tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,291.56,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-E5-573-39KK,https://i.gadgets360cdn.com/products/laptops/large/1546455459_635_acer_aspire-e-e15-e5-573-39kk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,291.65,,,,,,,,,,,,,,,,,,,,,,,4
HP,15Q-BU010TU,https://i.gadgets360cdn.com/products/laptops/large/1546455092_635_hp_15q-bu010tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,291.81,,,,,,,,,,,,,,,,,,,,,,,3
HP,14-BU012TU,https://i.gadgets360cdn.com/products/laptops/large/1546453556_635_hp_14-bu012tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,292.19,,,,,,,,,,,,,,,,,,,,,,,4
HP,15Q-BU020TU,https://i.gadgets360cdn.com/products/laptops/large/1546453559_635_hp_15q-bu020tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,292.19,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-be006tu,https://i.gadgets360cdn.com/products/laptops/large/1525204412_635_15-be006tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,292.59,,,,,,,,,,,,,,,,,,,,,,,3
HP,14Q-BU006TU,https://i.gadgets360cdn.com/products/laptops/large/1546453731_635_hp_14q-bu006tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,292.59,,,,,,,,,,,,,,,,,,,,,,,5
Acer,Aspire E E5-573-36RP,https://i.gadgets360cdn.com/products/laptops/large/1546453705_635_acer_aspire-e-e5-573-36rp.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,293.46,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire E E5-573-36RP,https://i.gadgets360cdn.com/products/laptops/large/1546453705_635_acer_aspire-e-e5-573-36rp.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,293.46,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-DA0296TU,https://i.gadgets360cdn.com/products/laptops/large/1546456624_635_hp_15-da0296tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,293.54,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-ay523tu,https://i.gadgets360cdn.com/products/laptops/large/1525204214_635_15-ay523tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.03,,,,,,,,,,,,,,,,,,,,,,,4
HP,Pavilion 14-r202tu,https://i.gadgets360cdn.com/products/laptops/large/1525202068_635_pavilion-14-r202tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.31,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire E E-15-E5-553,https://i.gadgets360cdn.com/products/laptops/large/1546453565_635_acer_aspire-e-e-15-e5-553.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire E E-15-E5-553,https://i.gadgets360cdn.com/products/laptops/large/1546453565_635_acer_aspire-e-e-15-e5-553.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Spin SP111-31-P934,https://i.gadgets360cdn.com/products/laptops/large/1546453616_635_acer_spin-sp111-31-p934.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Spin SP111-31-P934,https://i.gadgets360cdn.com/products/laptops/large/1546453616_635_acer_spin-sp111-31-p934.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X541UJ-GO063,https://i.gadgets360cdn.com/products/laptops/large/1525205949_635_x541uj-go063.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X552CL-SX019H,https://i.gadgets360cdn.com/products/laptops/large/1525200117_635_x552cl-sx019h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,4
Asus,VivoBook X507UB-EJ187T,https://i.gadgets360cdn.com/products/laptops/large/1546454520_635_asus_vivobook-x507ub-ej187t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,A541UJ-DM069,https://i.gadgets360cdn.com/products/laptops/large/1546453760_635_asus_a541uj-dm069.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,A541UJ-DM069,https://i.gadgets360cdn.com/products/laptops/large/1546453760_635_asus_a541uj-dm069.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Asus,A555LA-XX2064T,https://i.gadgets360cdn.com/products/laptops/large/1525203929_635_a555la-xx2064t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,5
Asus,X541UA-DM845D,https://i.gadgets360cdn.com/products/laptops/large/1546455355_635_asus_x541ua-dm845d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X541UA-DM845D,https://i.gadgets360cdn.com/products/laptops/large/1546455355_635_asus_x541ua-dm845d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Inspiron 3000 3169,https://i.gadgets360cdn.com/products/laptops/large/1525206056_635_inspiron-3000-3169.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-r249tu,https://i.gadgets360cdn.com/products/laptops/large/1525202310_635_15-r249tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion 14-r053tu,https://i.gadgets360cdn.com/products/laptops/large/1525202067_635_pavilion-14-r053tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
HP,15Q-BU040TU,https://i.gadgets360cdn.com/products/laptops/large/1546456528_635_hp_15q-bu040tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,4
HP,14-BS730TU,https://i.gadgets360cdn.com/products/laptops/large/1546455871_635_hp_14-bs730tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.41,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad 330S-15IKB,https://i.gadgets360cdn.com/products/laptops/large/1546456305_635_lenovo_ideapad-330s-15ikb.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.49,,,,,,,,,,,,,,,,,,,,,,,5
Asus,X540LA-XX441T,https://i.gadgets360cdn.com/products/laptops/large/1546454947_635_asus_x540la-xx441t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.50,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X540LA-XX441T,https://i.gadgets360cdn.com/products/laptops/large/1546454947_635_asus_x540la-xx441t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,294.50,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion X360 11-K107TU,https://i.gadgets360cdn.com/products/laptops/large/1546454093_635_hp_pavilion-x360-11-k107tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,296.40,,,,,,,,,,,,,,,,,,,,,,,
Asus,X541UA-DM1232T,https://i.gadgets360cdn.com/products/laptops/large/1546455274_635_asus_x541ua-dm1232t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,299.16,,,,,,,,,,,,,,,,,,,,,,,4
Asus,X541UA-DM1232T,https://i.gadgets360cdn.com/products/laptops/large/1546455274_635_asus_x541ua-dm1232t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,299.16,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-be015tu,https://i.gadgets360cdn.com/products/laptops/large/1525206333_635_15-be015tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,299.16,,,,,,,,,,,,,,,,,,,,,,,3
HP,346 G3,https://i.gadgets360cdn.com/products/laptops/large/1546453009_635_hp_346-g3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,299.24,,,,,,,,,,,,,,,,,,,,,,,5
Dell,Inspiron 5000 5558,https://i.gadgets360cdn.com/products/laptops/large/1525204192_635_inspiron-5000-5558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,299.25,,,,,,,,,,,,,,,,,,,,,,,4
Asus,X X510UA-EJ796T,https://i.gadgets360cdn.com/products/laptops/large/1546453726_635_asus_x-x510ua-ej796t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,300.11,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X X510UA-EJ796T,https://i.gadgets360cdn.com/products/laptops/large/1546453726_635_asus_x-x510ua-ej796t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,300.11,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-E5-572G,https://i.gadgets360cdn.com/products/laptops/large/1546455414_635_acer_aspire-e-e15-e5-572g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.05,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-E5-572G,https://i.gadgets360cdn.com/products/laptops/large/1546455414_635_acer_aspire-e-e15-e5-572g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.05,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X X540LA-XX538T,https://i.gadgets360cdn.com/products/laptops/large/1546455384_635_asus_x-x540la-xx538t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.05,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X X540LA-XX538T,https://i.gadgets360cdn.com/products/laptops/large/1546455384_635_asus_x-x540la-xx538t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.05,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X541UA-DM1233T,https://i.gadgets360cdn.com/products/laptops/large/1525206033_635_x541ua-dm1233t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,1
Asus,VivoBook X541UV-GO1002,https://i.gadgets360cdn.com/products/laptops/large/1546454195_635_asus_vivobook-x541uv-go1002.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,
Asus,VivoBook X541UV-GO1002,https://i.gadgets360cdn.com/products/laptops/large/1546454195_635_asus_vivobook-x541uv-go1002.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,4
Asus,VivoBook X510UA-EJ770T,https://i.gadgets360cdn.com/products/laptops/large/1546453734_635_asus_vivobook-x510ua-ej770t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,2
Asus,VivoBook X510UA-EJ770T,https://i.gadgets360cdn.com/products/laptops/large/1546453734_635_asus_vivobook-x510ua-ej770t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook R507UA-EJ216T,https://i.gadgets360cdn.com/products/laptops/large/1546456105_635_asus_vivobook-r507ua-ej216t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,2
HP,Pavilion 14-am090tu,https://i.gadgets360cdn.com/products/laptops/large/1525204273_635_pavilion-14-am090tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,15Q-BU012TU,https://i.gadgets360cdn.com/products/laptops/large/1546453582_635_hp_15q-bu012tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-BS655TU,https://i.gadgets360cdn.com/products/laptops/large/1546455886_635_hp_15-bs655tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
HP,15G-BR001TU,https://i.gadgets360cdn.com/products/laptops/large/1546454204_635_hp_15g-br001tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,1
Lenovo,Yoga 310,https://i.gadgets360cdn.com/products/laptops/large/1546453019_635_lenovo_yoga-310.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
Lenovo,IdeaPad 320S,https://i.gadgets360cdn.com/products/laptops/large/1546456000_635_lenovo_ideapad-320s.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.91,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-E5-576,https://i.gadgets360cdn.com/products/laptops/large/1546455883_635_acer_aspire-e-e15-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.96,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire E E15-E5-576,https://i.gadgets360cdn.com/products/laptops/large/1546455883_635_acer_aspire-e-e15-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.96,,,,,,,,,,,,,,,,,,,,,,,4
Asus,X555LA-XX189D,https://i.gadgets360cdn.com/products/laptops/large/1525202010_635_x555la-xx189d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.99,,,,,,,,,,,,,,,,,,,,,,,4
Asus,A541UJ-DM463T,https://i.gadgets360cdn.com/products/laptops/large/1546455063_635_asus_a541uj-dm463t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.99,,,,,,,,,,,,,,,,,,,,,,,5
Asus,A541UJ-DM463T,https://i.gadgets360cdn.com/products/laptops/large/1546455063_635_asus_a541uj-dm463t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.99,,,,,,,,,,,,,,,,,,,,,,,3
Asus,VivoBook Max X541UA-DM1232T,https://i.gadgets360cdn.com/products/laptops/large/1546454478_635_asus_vivobook-max-x541ua-dm1232t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.99,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-s105tu,https://i.gadgets360cdn.com/products/laptops/large/1525202345_635_15-s105tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,303.99,,,,,,,,,,,,,,,,,,,,,,,3
Asus,A555LF-XX409D,https://i.gadgets360cdn.com/products/laptops/large/1525203926_635_a555lf-xx409d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,304.00,,,,,,,,,,,,,,,,,,,,,,,4
Dell,Inspiron 14 5455,https://i.gadgets360cdn.com/products/laptops/large/1525206051_635_inspiron-14-5455.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,304.00,,,,,,,,,,,,,,,,,,,,,,,1
HP,Pavilion x360 11-n032tu,https://i.gadgets360cdn.com/products/laptops/large/1525202082_635_pavilion-x360-11-n032tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,304.00,,,,,,,,,,,,,,,,,,,,,,,3
HP,250 G5-Y0T74PA,https://i.gadgets360cdn.com/products/laptops/large/1546455538_635_hp_250-g5-y0t74pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,304.00,,,,,,,,,,,,,,,,,,,,,,,4
Asus,X550CC-XO072D,https://i.gadgets360cdn.com/products/laptops/large/1525200120_635_x550cc-xo072d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,304.95,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Inspiron Z566,https://i.gadgets360cdn.com/products/laptops/large/1525206048_635_inspiron-z566.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,305.89,,,,,,,,,,,,,,,,,,,,,,,
Asus,A555LF-XX362D,https://i.gadgets360cdn.com/products/laptops/large/1525204135_635_a555lf-xx362d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,306.84,,,,,,,,,,,,,,,,,,,,,,,3
Asus,X541UV-XO029D,https://i.gadgets360cdn.com/products/laptops/large/1525206038_635_x541uv-xo029d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,306.84,,,,,,,,,,,,,,,,,,,,,,,3
HP,240 G6-2PC92PA,https://i.gadgets360cdn.com/products/laptops/large/1546454472_635_hp_240-g6-2pc92pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.28,,,,,,,,,,,,,,,,,,,,,,,4
Asus,A555LF-XX366D,https://i.gadgets360cdn.com/products/laptops/large/1525204137_635_a555lf-xx366d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.66,,,,,,,,,,,,,,,,,,,,,,,4
HP,Pavilion 15-ba021ax,https://i.gadgets360cdn.com/products/laptops/large/1525207787_635_pavilion-15-ba021ax.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.66,,,,,,,,,,,,,,,,,,,,,,,2
HP,15-ay543tu,https://i.gadgets360cdn.com/products/laptops/large/1525206319_635_15-ay543tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.66,,,,,,,,,,,,,,,,,,,,,,,3
HP,348 G3-1AA08PA,https://i.gadgets360cdn.com/products/laptops/large/1546453766_635_hp_348-g3-1aa08pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.66,,,,,,,,,,,,,,,,,,,,,,,3
Acer,Aspire ES-573-36RP,https://i.gadgets360cdn.com/products/laptops/large/1525203883_635_aspire-es-573-36rp.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.74,,,,,,,,,,,,,,,,,,,,,,,
HP,Pavilion 15-ac636tu,https://i.gadgets360cdn.com/products/laptops/large/1525204294_635_pavilion-15-ac636tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.75,,,,,,,,,,,,,,,,,,,,,,,5
HP,15-ay005tx,https://i.gadgets360cdn.com/products/laptops/large/1525204398_635_15-ay005tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.75,,,,,,,,,,,,,,,,,,,,,,,2
Lenovo,ThinkPad T410,https://i.gadgets360cdn.com/products/laptops/large/1546455664_635_lenovo_thinkpad-t410.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,308.75,,,,,,,,,,,,,,,,,,,,,,,3
Dell,Inspiron 15 3558,https://i.gadgets360cdn.com/products/laptops/large/1546455457_635_dell_inspiron-15-3558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,309.61,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-AY563TU,https://i.gadgets360cdn.com/products/laptops/large/1546455049_635_hp_15-ay563tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,309.61,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-r206tu,https://i.gadgets360cdn.com/products/laptops/large/1525204413_635_15-r206tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,309.63,,,,,,,,,,,,,,,,,,,,,,,2
Asus,X541UJ-GO459,https://i.gadgets360cdn.com/products/laptops/large/1525206035_635_x541uj-go459.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,310.07,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-ac101tu,https://i.gadgets360cdn.com/products/laptops/large/1525204329_635_15-ac101tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,310.13,,,,,,,,,,,,,,,,,,,,,,,3
HP,Pavilion 15-ac150tx,https://i.gadgets360cdn.com/products/laptops/large/1525204293_635_pavilion-15-ac150tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,310.27,,,,,,,,,,,,,,,,,,,,,,,
Dell,Vostro V3446,https://i.gadgets360cdn.com/products/laptops/large/1525202051_635_vostro-v3446.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,310.56,,,,,,,,,,,,,,,,,,,,,,,4
Acer,Aspire E E5-575G-3937,https://i.gadgets360cdn.com/products/laptops/large/1546453020_635_acer_aspire-e-e5-575g-3937.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,310.63,,,,,,,,,,,,,,,,,,,,,,,3
HP,15-ay513tx,https://i.gadgets360cdn.com/products/laptops/large/1525206315_635_15-ay513tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,311.46,,,,,,,,,,,,,,,,,,,,,,,4
